"ER000201","MLT1H","MLT1","ERVL-MaLR","chr1",94520,94816
"ER000202","MLT1I","MLT1","ERVL-MaLR","chr1",97802,98085
"ER000203","LTR33","HERVL33","ERVL","chr1",103375,103467
"ER000204","MSTB1","MST","ERVL-MaLR","chr1",103468,103616
"ER000205","MSTB1","MST","ERVL-MaLR","chr1",103910,104160
"ER000206","MSTB1","MST","ERVL-MaLR","chr1",104197,104215
"ER000207","LTR33","HERVL33","ERVL","chr1",104216,104254
"ER000208","LTR33","HERVL33","ERVL","chr1",104338,104506
"ER000209","MLT1C","MLT1","ERVL-MaLR","chr1",107481,107773
"ER000210","MLT1F2","MLT1","ERVL-MaLR","chr1",113692,114101
"ER000211","LTR33B","HERVL33","ERVL","chr1",115058,115194
"ER000212","MER65D","MER65","ERV1","chr1",115577,115714
"ER000213","MER65D","MER65","ERV1","chr1",115789,116069
"ER000214","MLT1D","MLT1","ERVL-MaLR","chr1",117611,118100
"ER000215","THE1C","THE1","ERVL-MaLR","chr1",119564,119944
"ER000216","MER21C","MER21","ERVL","chr1",140785,141290
"ER000217","MER21C","MER21","ERVL","chr1",141598,141667
"ER000218","MER21C","MER21","ERVL","chr1",141971,142271
"ER000219","LTR41","HERVL33","ERVL","chr1",144178,144234
"ER000220","LTR41","HERVL33","ERVL","chr1",144577,144605
"ER000221","LTR41","HERVL33","ERVL","chr1",144900,144986
"ER000222","MLT1D","MLT1","ERVL-MaLR","chr1",146052,146227
"ER000223","LTR37A","LTR37","ERV1","chr1",149865,150008
"ER000224","MLT1D","MLT1","ERVL-MaLR","chr1",151915,152272
"ER000225","MER21C","MER21","ERVL","chr1",152567,152825
"ER000226","MER21C","MER21","ERVL","chr1",153120,153429
"ER000227","MER21C","MER21","ERVL","chr1",153736,154035
"ER000228","MER11C","HERVK11","ERVK","chr1",154037,155099
"ER000229","MSTD","MST","ERVL-MaLR","chr1",162116,162181
"ER000230","MSTD","MST","ERVL-MaLR","chr1",162394,162711
"ER000231","MLT1D","MLT1","ERVL-MaLR","chr1",168915,169342
"ER000232","MLT1A","MLT1","ERVL-MaLR","chr1",201208,201376
"ER000233","MLT1A","MLT1","ERVL-MaLR","chr1",201480,201651
"ER000234","MLT1J","MLT1","ERVL-MaLR","chr1",204738,204862
"ER000235","MLT1J2","MLT1","ERVL-MaLR","chr1",205081,205453
"ER000236","MLT2B3","ERVL","ERVL","chr1",257678,257745
"ER000237","MLT2B3","ERVL","ERVL","chr1",257771,257838
"ER000238","MLT2B3","ERVL","ERVL","chr1",257864,257931
"ER000239","MLT2B3","ERVL","ERVL","chr1",257957,258024
"ER000240","MER31","MER31","ERV1","chr1",258028,258474
"ER000241","MER92","MER92","ERV1","chr1",259038,259589
"ER000242","MER92","MER92","ERV1","chr1",259604,259773
"ER000243","MER92","MER92","ERV1","chr1",260074,260100
"ER000244","MER92","MER92","ERV1","chr1",260308,260409
"ER000245","MER34A","MER34","ERV1","chr1",260450,260534
"ER000246","MSTA1","MSTA1","ERVL-MaLR","chr1",260946,261385
"ER000247","MER4A1","MER4","ERV1","chr1",263620,264060
"ER000248","MLT1I","MLT1","ERVL-MaLR","chr1",265187,265582
"ER000249","MLT1H2","MLT1","ERVL-MaLR","chr1",266672,267153
"ER000250","MER4D1","MER4","ERV1","chr1",268184,268253
"ER000251","MER4CL34","MER4CL34","ERV1","chr1",268254,268672
"ER000252","MER4D1","MER4","ERV1","chr1",268690,268968
"ER000253","MLT1H","MLT1","ERVL-MaLR","chr1",271097,271380
"ER000254","MLT1I","MLT1","ERVL-MaLR","chr1",274386,274515
"ER000255","MLT1I","MLT1","ERVL-MaLR","chr1",274608,274669
"ER000256","LTR33","HERVL33","ERVL","chr1",279941,280033
"ER000257","MSTB1","MST","ERVL-MaLR","chr1",280034,280182
"ER000258","MSTB1","MST","ERVL-MaLR","chr1",280476,280726
"ER000259","MSTB1","MST","ERVL-MaLR","chr1",280761,280779
"ER000260","LTR33","HERVL33","ERVL","chr1",280780,280818
"ER000261","LTR33","HERVL33","ERVL","chr1",280902,281070
"ER000262","MLT1C","MLT1","ERVL-MaLR","chr1",284045,284337
"ER000263","MLT1F2","MLT1","ERVL-MaLR","chr1",290258,290667
"ER000264","LTR33B","HERVL33","ERVL","chr1",291622,291758
"ER000265","MER65D","MER65","ERV1","chr1",292141,292278
"ER000266","MER65D","MER65","ERV1","chr1",292355,292635
"ER000267","MLT1D","MLT1","ERVL-MaLR","chr1",294177,294666
"ER000268","THE1C","THE1","ERVL-MaLR","chr1",296134,296514
"ER000269","MER92","MER92","ERV1","chr1",348443,348942
"ER000270","MER31","MER31","ERV1","chr1",349009,349178
"ER000271","MER31","MER31","ERV1","chr1",349479,349505
"ER000272","MER31","MER31","ERV1","chr1",349705,349814
"ER000273","MER34A","MER34","ERV1","chr1",349855,349939
"ER000274","MSTA1","MSTA1","ERVL-MaLR","chr1",350351,350790
"ER000275","MER4A1","MER4","ERV1","chr1",353014,353455
"ER075033","LTR37A","LTR37","ERV1","chr2",107611328,107611435
"ER075034","MER34A1","MER34","ERV1","chr2",107611520,107612117
"ER075035","ERV3-16A3","ERV3-16A3","ERVL","chr2",107614581,107615131
"ER075036","THE1C","THE1","ERVL-MaLR","chr2",107615184,107615556
"ER075037","LTR16A1","HERV16","ERVL","chr2",107616469,107616578
"ER075038","MER41B","MER41","ERV1","chr2",107616893,107617046
"ER075039","PABL","PAB","ERV1","chr2",107617047,107617741
"ER075040","PABL","PAB","ERV1","chr2",107617720,107617924
"ER075041","PABL","PAB","ERV1","chr2",107617914,107618086
"ER075042","PABL","PAB","ERV1","chr2",107618083,107618855
"ER075043","PABL","PAB","ERV1","chr2",107618843,107620549
"ER075044","PRIMA41","PRIMA41","ERV1","chr2",107620525,107620592
"ER075045","MER41B","MER41","ERV1","chr2",107620596,107620810
"ER075046","MER41","MER41","ERV1","chr2",107620818,107621260
"ER075047","MER41B","MER41","ERV1","chr2",107621261,107621797
"ER075048","MLT1E2","MLT1","ERVL-MaLR","chr2",107623158,107623535
"ER075049","MLT1E2","MLT1","ERVL-MaLR","chr2",107623831,107624090
"ER075050","MLT1E2","MLT1","ERVL-MaLR","chr2",107624091,107624560
"ER075051","MLT1E2","MLT1","ERVL-MaLR","chr2",107625006,107625391
"ER075052","MLT1C","MLT1","ERVL-MaLR","chr2",107629917,107630380
"ER075053","LTR8B","LTR8B","ERV1","chr2",107633694,107634476
"ER075054","THE1D","THE1","ERVL-MaLR","chr2",107634612,107634979
"ER075055","MLT2B2","ERVL","ERVL","chr2",107635912,107636336
"ER075056","MLT2B2","ERVL","ERVL","chr2",107636388,107636414
"ER075057","ERVL-B4","ERVL","ERVL","chr2",107636812,107637157
"ER075058","ERVL-B4","ERVL","ERVL","chr2",107637169,107637257
"ER075059","ERVL-B4","ERVL","ERVL","chr2",107637564,107637958
"ER075060","LTR16E2","LTR16E2","ERVL","chr2",107638460,107638752
"ER075061","MSTD","MST","ERVL-MaLR","chr2",107642661,107642987
"ER075062","THE1B","THE1","ERVL-MaLR","chr2",107642988,107643357
"ER075063","MSTD","MST","ERVL-MaLR","chr2",107643358,107643429
"ER075064","LTR16A1","HERV16","ERVL","chr2",107646725,107646989
"ER075065","LTR33A","HERVL33","ERVL","chr2",107647772,107647836
"ER075066","LTR33A","HERVL33","ERVL","chr2",107649947,107650185
"ER075067","THE1D","THE1","ERVL-MaLR","chr2",107653907,107654269
"ER075068","MLT1F2","MLT1","ERVL-MaLR","chr2",107655781,107656338
"ER075069","MLT1A1","MLT1","ERVL-MaLR","chr2",107658290,107658697
"ER075070","MER4E1","MER4","ERV1","chr2",107661889,107662340
"ER075071","MER4E1","MER4","ERV1","chr2",107662655,107662972
"ER075072","MER50","MER50","ERV1","chr2",107663707,107664419
"ER075073","MLT1J2","MLT1","ERVL-MaLR","chr2",107666381,107666552
"ER075074","LTR9D","LTR9D","ERV1","chr2",107674043,107674656
"ER075075","MLT1L","MLT1","ERVL-MaLR","chr2",107687734,107688145
"ER075076","MER34A","MER34","ERV1","chr2",107696797,107697290
"ER075077","MLT1B","MLT1","ERVL-MaLR","chr2",107699300,107699673
"ER075078","MER74A","HERVL74","ERVL","chr2",107708039,107708334
"ER075079","LTR1B0","LTR1B0","ERV1","chr2",107719454,107720200
"ER075080","MLT1A","MLT1","ERVL-MaLR","chr2",107722992,107723367
"ER075081","MLT1A","MLT1","ERVL-MaLR","chr2",107733167,107733245
"ER075082","MLT1A","MLT1","ERVL-MaLR","chr2",107733262,107733395
"ER075083","MLT1A0","MLT1","ERVL-MaLR","chr2",107733860,107734044
"ER075084","MLT1J","MLT1","ERVL-MaLR","chr2",107734134,107734308
"ER075085","MLT1J2","MLT1","ERVL-MaLR","chr2",107734441,107734720
"ER075086","LTR16E2","LTR16E2","ERVL","chr2",107737501,107737960
"ER075087","MLT2B1","ERVL","ERVL","chr2",107739435,107739522
"ER075088","MLT2B4","ERVL","ERVL","chr2",107739653,107740069
"ER075089","THE1B","THE1","ERVL-MaLR","chr2",107743379,107743746
"ER075090","LTR12C","ERV9","ERV1","chr2",107746624,107747902
"ER075091","LTR33","HERVL33","ERVL","chr2",107750071,107750561
"ER075092","LTR12","ERV9","ERV1","chr2",107753591,107754192
"ER075093","MLT1D","MLT1","ERVL-MaLR","chr2",107755402,107755833
"ER075094","ERVL-B4","ERVL","ERVL","chr2",107759206,107760316
"ER075095","ERVL-B4","ERVL","ERVL","chr2",107760625,107760811
"ER075096","MLT2C2","ERVL","ERVL","chr2",107760942,107761323
"ER075097","MLT2C2","ERVL","ERVL","chr2",107761383,107761467
"ER075098","MLT1J2","MLT1","ERVL-MaLR","chr2",107764093,107764297
"ER075099","MLT1J2","MLT1","ERVL-MaLR","chr2",107764501,107764687
"ER075100","LTR87","LTR87","ERVL?","chr2",107770522,107771105
"ER075101","MLT1A0","MLT1","ERVL-MaLR","chr2",107778782,107779116
"ER075102","MLT1N2","MLT1","ERVL-MaLR","chr2",107781961,107782037
"ER075103","THE1D","THE1","ERVL-MaLR","chr2",107790488,107790843
"ER075104","MER77B","MER77","ERVL","chr2",107805900,107806604
"ER075105","MLT1B","MLT1","ERVL-MaLR","chr2",107814519,107814650
"ER075106","MLT1B","MLT1","ERVL-MaLR","chr2",107814672,107814848
"ER075107","MLT1H","MLT1","ERVL-MaLR","chr2",107816210,107816434
"ER075108","MLT1H","MLT1","ERVL-MaLR","chr2",107816617,107816661
"ER075109","MLT1H","MLT1","ERVL-MaLR","chr2",107816844,107817400
"ER075110","MLT1H","MLT1","ERVL-MaLR","chr2",107817406,107817873
"ER132504","LTR16A","HERV16","ERVL","chr3",104933987,104934404
"ER132505","LTR16","LTR16","ERVL","chr3",104934424,104934836
"ER132506","MLT1L","MLT1","ERVL-MaLR","chr3",104935137,104935268
"ER132507","MLT1L","MLT1","ERVL-MaLR","chr3",104935421,104935594
"ER132508","THE1B","THE1","ERVL-MaLR","chr3",104937759,104938111
"ER132509","LTR16","LTR16","ERVL","chr3",104939874,104940290
"ER132510","LTR41B","HERVL33","ERVL","chr3",104944335,104944518
"ER132511","LTR41B","HERVL33","ERVL","chr3",104944759,104945067
"ER132512","LTR41B","HERVL33","ERVL","chr3",104945426,104945518
"ER132513","THE1C","THE1","ERVL-MaLR","chr3",104949795,104950167
"ER132514","MER66B","MER66","ERV1","chr3",104954719,104954908
"ER132515","MER66B","MER66","ERV1","chr3",104954911,104955008
"ER132516","LTR2752","LTR2752","ERV1","chr3",104956578,104957738
"ER132517","MLT1J1","MLT1","ERVL-MaLR","chr3",104982179,104982512
"ER132518","MLT1I","MLT1","ERVL-MaLR","chr3",104985609,104985801
"ER132519","THE1D","THE1","ERVL-MaLR","chr3",104999496,104999879
"ER132520","MLT1C","MLT1","ERVL-MaLR","chr3",105002935,105003382
"ER132521","LTR16A","HERV16","ERVL","chr3",105006889,105007312
"ER132522","MER4A1","MER4","ERV1","chr3",105009204,105009670
"ER132523","MLT1A1","MLT1","ERVL-MaLR","chr3",105015641,105015958
"ER132524","ERV3-16A3","ERV3-16A3","ERVL","chr3",105021255,105021824
"ER132525","MLT1A0","MLT1","ERVL-MaLR","chr3",105021829,105022197
"ER132526","MLT1A0","MLT1","ERVL-MaLR","chr3",105022225,105023926
"ER132527","MLT1A0","MLT1","ERVL-MaLR","chr3",105023927,105024281
"ER132528","ERV3-16A3","ERV3-16A3","ERVL","chr3",105024285,105024746
"ER132529","LTR16","LTR16","ERVL","chr3",105025084,105025285
"ER132530","MLT1C","MLT1","ERVL-MaLR","chr3",105025332,105025786
"ER132531","MLT2B3","ERVL","ERVL","chr3",105026873,105027408
"ER132532","MLT2B3","ERVL","ERVL","chr3",105027698,105027765
"ER132533","MER66B","MER66","ERV1","chr3",105030380,105030849
"ER132534","LOR1b","LOR1","ERV1","chr3",105033882,105034339
"ER132535","MER50","MER50","ERV1","chr3",105034638,105035247
"ER132536","MER50","MER50","ERV1","chr3",105035559,105035653
"ER132537","LTR73","MER66","ERV1","chr3",105036784,105037332
"ER132538","LTR40b","HERVL40","ERVL","chr3",105040105,105040528
"ER132539","MLT1A0","MLT1","ERVL-MaLR","chr3",105041215,105041567
"ER132540","MLT1H2","MLT1","ERVL-MaLR","chr3",105045159,105045212
"ER132541","MLT1H2","MLT1","ERVL-MaLR","chr3",105045573,105045639
"ER132542","LTR12E","ERV9","ERV1","chr3",105045781,105046241
"ER132543","MLT2B4","ERVL","ERVL","chr3",105055478,105056010
"ER132544","MSTA","MST","ERVL-MaLR","chr3",105056694,105057062
"ER132545","LTR40A1","HERVL40","ERVL","chr3",105057270,105057682
"ER132546","MLT1A","MLT1","ERVL-MaLR","chr3",105076933,105077317
"ER132547","MLT1A","MLT1","ERVL-MaLR","chr3",105077328,105078615
"ER132548","THE1D","THE1","ERVL-MaLR","chr3",105078616,105078979
"ER132549","THE1D","THE1","ERVL-MaLR","chr3",105078980,105080617
"ER132550","THE1D","THE1","ERVL-MaLR","chr3",105080619,105080955
"ER132551","MLT","THE1","ERVL-MaLR","chr3",105080948,105081042
"ER132552","MLT1G","MLT1","ERVL-MaLR","chr3",105081721,105081834
"ER132553","MLT1G","MLT1","ERVL-MaLR","chr3",105081910,105082037
"ER132554","THE1B","THE1","ERVL-MaLR","chr3",105082213,105082568
"ER132555","MLT1G3","MLT1","ERVL-MaLR","chr3",105088116,105088325
"ER132556","MLT1G3","MLT1","ERVL-MaLR","chr3",105088373,105088459
"ER132557","MSTB","MST","ERVL-MaLR","chr3",105088663,105089038
"ER132558","MLT1E1A","MLT1","ERVL-MaLR","chr3",105097463,105098083
"ER132559","THE1B","THE1","ERVL-MaLR","chr3",105098084,105098454
"ER132560","MLT1B","MLT1","ERVL-MaLR","chr3",105099054,105099477
"ER132561","THE1B","THE1","ERVL-MaLR","chr3",105109730,105110093
"ER132562","THE1B","THE1","ERVL-MaLR","chr3",105110094,105110303
"ER132563","MLT2A2","ERVL","ERVL","chr3",105112425,105112966
"ER132564","ERVL-E","ERVL","ERVL","chr3",105115914,105116095
"ER132565","LTR40a","HERVL40","ERVL","chr3",105122158,105122648
"ER132566","MLT1H","MLT1","ERVL-MaLR","chr3",105124285,105124838
"ER132567","HUERS-P3b","HUERSP3","ERV1","chr3",105134452,105134761
"ER132568","HUERS-P3b","HUERSP3","ERV1","chr3",105134761,105135011
"ER132569","LTR9B","HUERSP3","ERV1","chr3",105135021,105135526
"ER132570","LTR40c","HERVL40","ERVL","chr3",105137980,105138449
"ER132571","MLT1C","MLT1","ERVL-MaLR","chr3",105139204,105139622
"ER132572","THE1C","THE1","ERVL-MaLR","chr3",105142199,105142571
"ER132573","MER21B","MER21","ERVL","chr3",105145373,105146145
"ER132574","THE1A","THE1","ERVL-MaLR","chr3",105147625,105147814
"ER132575","THE1A","THE1","ERVL-MaLR","chr3",105147847,105148190
"ER132576","THE1A","THE1","ERVL-MaLR","chr3",105148191,105148496
"ER132577","THE1A","THE1","ERVL-MaLR","chr3",105148790,105150057
"ER132578","THE1A","THE1","ERVL-MaLR","chr3",105150058,105150393
"ER132579","MER49","MER49","ERV1","chr3",105156519,105156832
"ER132580","MER4D","MER4","ERV1","chr3",105156886,105157413
"ER132581","MER41A","MER41","ERV1","chr3",105157414,105157959
"ER132582","MER4D","MER4","ERV1","chr3",105157960,105158118
"ER132583","MLT1L","MLT1","ERVL-MaLR","chr3",105162319,105162397
"ER132584","LTR41","HERVL33","ERVL","chr3",105173512,105173640
"ER132585","LTR41","HERVL33","ERVL","chr3",105173949,105174470
"ER132586","MER34","MER34","ERV1","chr3",105176882,105177402
"ER132587","MLT1N2","MLT1","ERVL-MaLR","chr3",105180499,105180704
"ER132588","MLT1H","MLT1","ERVL-MaLR","chr3",105182959,105183426
"ER132589","MLT2B1","ERVL","ERVL","chr3",105194003,105194533
"ER132590","MLT1L","MLT1","ERVL-MaLR","chr3",105200328,105200785
"ER132591","MSTA","MST","ERVL-MaLR","chr3",105201020,105201438
"ER132592","ERV3-16A3","ERV3-16A3","ERVL","chr3",105201815,105202011
"ER132593","ERV3-16A3","ERV3-16A3","ERVL","chr3",105204171,105204322
"ER132594","ERV3-16A3","ERV3-16A3","ERVL","chr3",105204321,105204824
"ER132595","MLT1J","MLT1","ERVL-MaLR","chr3",105207451,105207940
"ER132596","MLT1A1","MLT1","ERVL-MaLR","chr3",105213305,105213696
"ER132597","MLT2B2","ERVL","ERVL","chr3",105216816,105217369
"ER132598","MLT1G3","MLT1","ERVL-MaLR","chr3",105218274,105218820
"ER132599","MLT1F2","MLT1","ERVL-MaLR","chr3",105220111,105220462
"ER132600","MLT1F2","MLT1","ERVL-MaLR","chr3",105220769,105220946
"ER132601","MLT1J1","MLT1","ERVL-MaLR","chr3",105228294,105228700
"ER132602","MLT1F2","MLT1","ERVL-MaLR","chr3",105228887,105229455
"ER132603","MLT1A0","MLT1","ERVL-MaLR","chr3",105237798,105238150
"ER132604","MER65A","MER65","ERV1","chr3",105238266,105238722
"ER132605","MLT1K","MLT1","ERVL-MaLR","chr3",105242864,105242943
"ER132606","MLT1A0","MLT1","ERVL-MaLR","chr3",105248146,105248487
"ER132607","MSTB2","MST","ERVL-MaLR","chr3",105248841,105248874
"ER132608","MSTA","MST","ERVL-MaLR","chr3",105248875,105249267
"ER132609","MSTB2","MST","ERVL-MaLR","chr3",105249268,105249688
"ER132610","LTR8B","LTR8B","ERV1","chr3",105260077,105260857
"ER132611","LTR91","LTR91","ERVL","chr3",105263809,105263913
"ER132612","MLT1K","MLT1","ERVL-MaLR","chr3",105265496,105265561
"ER132613","THE1C","THE1","ERVL-MaLR","chr3",105268901,105269271
"ER132614","MLT2B3","ERVL","ERVL","chr3",105269727,105270080
"ER182429","MLT1J","MLT1","ERVL-MaLR","chr4",101886896,101887176
"ER182430","MLT1J","MLT1","ERVL-MaLR","chr4",101887234,101887304
"ER182431","LTR89","LTR89","ERVL?","chr4",101899834,101900083
"ER182432","LTR89","LTR89","ERVL?","chr4",101901080,101901490
"ER182433","HERVK9","HERVK9","ERVK","chr4",101902727,101906029
"ER182434","HERVK9","HERVK9","ERVK","chr4",101906099,101906854
"ER182435","MER9a1","HERVK9","ERVK","chr4",101906855,101907187
"ER182436","MER9a1","HERVK9","ERVK","chr4",101909556,101909744
"ER182437","MLT2D","ERVL","ERVL","chr4",101912450,101912492
"ER182438","THE1D","THE1","ERVL-MaLR","chr4",101927049,101927425
"ER182439","MLT2B4","ERVL","ERVL","chr4",101931154,101931661
"ER182440","MLT1I","MLT1","ERVL-MaLR","chr4",101939504,101939689
"ER182441","MLT1H","MLT1","ERVL-MaLR","chr4",101948737,101948815
"ER182442","MLT1H","MLT1","ERVL-MaLR","chr4",101949061,101949178
"ER182443","MLT1H","MLT1","ERVL-MaLR","chr4",101949285,101949410
"ER182444","MLT1C","MLT1","ERVL-MaLR","chr4",101953882,101954338
"ER182445","MLT1I","MLT1","ERVL-MaLR","chr4",101977079,101977421
"ER182446","MLT2B4","ERVL","ERVL","chr4",101984966,101985448
"ER182447","MLT1I","MLT1","ERVL-MaLR","chr4",101987752,101988104
"ER182448","MLT1D","MLT1","ERVL-MaLR","chr4",101999263,101999383
"ER182449","MLT1G1","MLT1","ERVL-MaLR","chr4",102003226,102003748
"ER182450","MER50","MER50","ERV1","chr4",102049588,102050289
"ER182451","MER34","MER34","ERV1","chr4",102054556,102054991
"ER182452","MER50","MER50","ERV1","chr4",102069988,102070746
"ER182453","MLT1E1A","MLT1","ERVL-MaLR","chr4",102080250,102080614
"ER182454","MLT1E1A","MLT1","ERVL-MaLR","chr4",102080637,102080717
"ER182455","MLT1E1A","MLT1","ERVL-MaLR","chr4",102080733,102080834
"ER182456","MLT2A2","ERVL","ERVL","chr4",102082098,102082547
"ER182457","MLT1B","MLT1","ERVL-MaLR","chr4",102083771,102084187
"ER182458","LTR89","LTR89","ERVL?","chr4",102084919,102085082
"ER182459","MLT1H","MLT1","ERVL-MaLR","chr4",102085552,102085860
"ER182460","MLT1N2","MLT1","ERVL-MaLR","chr4",102088574,102088652
"ER182461","MLT1C","MLT1","ERVL-MaLR","chr4",102088671,102088942
"ER182462","THE1B","THE1","ERVL-MaLR","chr4",102088943,102089291
"ER182463","MLT1C","MLT1","ERVL-MaLR","chr4",102089292,102089456
"ER182464","MLT1A0","MLT1","ERVL-MaLR","chr4",102093183,102093516
"ER182465","LTR16B1","HERV16","ERVL","chr4",102093543,102093994
"ER182466","MSTD","MST","ERVL-MaLR","chr4",102094106,102094273
"ER182467","MSTB1","MST","ERVL-MaLR","chr4",102095932,102096352
"ER182468","LTR67B","HERVL67","ERVL","chr4",102096391,102096481
"ER182469","LTR67B","HERVL67","ERVL","chr4",102096762,102096843
"ER182470","MLT2B3","ERVL","ERVL","chr4",102097721,102098297
"ER182471","MLT1M","MLT1","ERVL-MaLR","chr4",102104452,102104591
"ER182472","MSTD","MST","ERVL-MaLR","chr4",102125646,102126029
"ER182473","MSTB","MST","ERVL-MaLR","chr4",102128077,102128472
"ER182474","MSTB","MST","ERVL-MaLR","chr4",102128473,102130108
"ER182475","MSTB","MST","ERVL-MaLR","chr4",102130110,102130513
"ER182476","MER110","MER110","ERV1","chr4",102132579,102132860
"ER182477","LTR78B","LTR78","ERV1","chr4",102148370,102148836
"ER182478","LTR78B","LTR78","ERV1","chr4",102148878,102149261
"ER182479","LTR16D","HERV16","ERVL","chr4",102154690,102155025
"ER182480","MLT1A0","MLT1","ERVL-MaLR","chr4",102156994,102157348
"ER182481","MLT1A0","MLT1","ERVL-MaLR","chr4",102160778,102161140
"ER182482","MLT1J","MLT1","ERVL-MaLR","chr4",102162442,102162657
"ER182483","MSTD","MST","ERVL-MaLR","chr4",102163030,102163141
"ER182484","PABL","PAB","ERV1","chr4",102163142,102163769
"ER182485","MSTD","MST","ERVL-MaLR","chr4",102163770,102163867
"ER182486","PABL","PAB","ERV1","chr4",102163887,102163976
"ER182487","PABL","PAB","ERV1","chr4",102163957,102164010
"ER182488","MSTD","MST","ERVL-MaLR","chr4",102164011,102164130
"ER182489","PABL","PAB","ERV1","chr4",102164128,102164249
"ER182490","MSTD","MST","ERVL-MaLR","chr4",102164281,102164436
"ER182491","MSTD","MST","ERVL-MaLR","chr4",102164441,102164590
"ER182492","MSTD","MST","ERVL-MaLR","chr4",102165146,102166716
"ER182493","MSTD","MST","ERVL-MaLR","chr4",102166717,102167095
"ER182494","MLT1F2","MLT1","ERVL-MaLR","chr4",102174585,102175114
"ER182495","LTR16","LTR16","ERVL","chr4",102176420,102176825
"ER182496","LTR78B","LTR78","ERV1","chr4",102181356,102181415
"ER182497","LTR78B","LTR78","ERV1","chr4",102182247,102182392
"ER182498","MLT1D","MLT1","ERVL-MaLR","chr4",102182451,102182933
"ER182499","MLT1L","MLT1","ERVL-MaLR","chr4",102182943,102183064
"ER182500","MLT1L","MLT1","ERVL-MaLR","chr4",102183332,102183410
"ER182501","MLT1B","MLT1","ERVL-MaLR","chr4",102184679,102185096
"ER182502","ERVL-E","ERVL","ERVL","chr4",102185590,102185696
"ER182503","ERVL-E","ERVL","ERVL","chr4",102185856,102186730
"ER182504","ERVL-E","ERVL","ERVL","chr4",102187493,102187707
"ER182505","ERVL-E","ERVL","ERVL","chr4",102188012,102188105
"ER182506","ERVL-E","ERVL","ERVL","chr4",102188142,102188354
"ER182507","MLT2F","ERVL","ERVL","chr4",102188364,102188859
"ER182508","MLT1D","MLT1","ERVL-MaLR","chr4",102196172,102196669
"ER182509","MLT1A0","MLT1","ERVL-MaLR","chr4",102198774,102199148
"ER182510","LTR101","LTR101","ERVL","chr4",102203893,102204354
"ER182511","THE1B","THE1","ERVL-MaLR","chr4",102204682,102204875
