"L10079764","chr2","L1MA10","L1",30433173,30433109
"L10079765","chr2","L1ME4b","L1",30433301,30433185
"L10079766","chr2","L1ME4b","L1",30433474,30433364
"L10079767","chr2","L1ME4a","L1",30434725,30434474
"L10079768","chr2","L1MA10","L1",30438976,30438922
"L10079769","chr2","L1MA10","L1",30439845,30439684
"L10079770","chr2","L1MD3","L1",30445369,30445218
"L10079771","chr2","L1M5","L1",30451628,30450788
"L10079772","chr2","L1M5","L1",30451697,30451632
"L10079773","chr2","L1M5","L1",30451766,30451701
"L10079774","chr2","L1M5","L1",30451835,30451770
"L10079775","chr2","L1ME3","L1",30452241,30451813
"L10079776","chr2","L1MD","L1",30456155,30455940
"L10079777","chr2","L1MDa","L1",30456899,30456150
"L10079778","chr2","L1ME4a","L1",30463338,30463255
"L10079779","chr2","L1ME3G","L1",30463485,30463412
"L10079780","chr2","L1ME3G","L1",30464133,30463805
"L10079781","chr2","L1MD","L1",30466262,30466135
"L10079782","chr2","L1MD","L1",30466406,30466394
"L10079783","chr2","L1PA5","L1",30468424,30466938
"L10079784","chr2","L1MB5","L1",30468831,30468526
"L10079785","chr2","L1MB5","L1",30469553,30468851
"L10079786","chr2","L1MB5","L1",30470912,30470643
"L10079787","chr2","L1MB5","L1",30472038,30471510
"L10079788","chr2","L1ME3","L1",30479215,30479002
"L10079789","chr2","L1ME3","L1",30479763,30479546
"L10079790","chr2","L1MC3","L1",30483205,30482917
"L10079791","chr2","L1MC3","L1",30483375,30483340
"L10079792","chr2","L1MB8","L1",30488071,30487937
"L10079793","chr2","L1MD2","L1",30493722,30493576
"L10079794","chr2","L1ME4a","L1",30502166,30502028
"L10079795","chr2","L1MB8","L1",30502821,30502371
"L10079796","chr2","L1MB8","L1",30503452,30503334
"L10079797","chr2","L1ME3G","L1",30505491,30504725
"L10079798","chr2","L1ME3A","L1",30505805,30505549
"L10079799","chr2","L1PA13","L1",30509486,30507319
"L10079800","chr2","HAL1","L1",30511222,30510078
"L10079801","chr2","HAL1","L1",30511389,30511319
"L10079802","chr2","HAL1","L1",30512068,30511585
"L10079803","chr2","L1ME3G","L1",30513167,30512614
"L10155327","chr3","L1MA9","L1",15869686,15868243
"L10155328","chr3","L1MA9","L1",15870453,15870000
"L10155329","chr3","L1M4","L1",15871154,15870470
"L10155330","chr3","L1MC5a","L1",15877165,15876837
"L10155331","chr3","L1MC5","L1",15880820,15880347
"L10155332","chr3","L1MA5","L1",15881245,15881095
"L10155333","chr3","L1MA3","L1",15883918,15883799
"L10155334","chr3","L1PA4","L1",15913378,15907247
"L10155335","chr3","L1MC5","L1",15913872,15913712
"L10155336","chr3","L1MC5","L1",15915733,15915686
"L10155337","chr3","L1MC5","L1",15916435,15916122
"L10155338","chr3","L1MA5","L1",15916787,15916436
"L10155339","chr3","L1MC5","L1",15916949,15916788
"L10155340","chr3","L1ME3E","L1",15927157,15926700
"L10155341","chr3","L1ME3E","L1",15927733,15927542
"L10155342","chr3","L1ME3E","L1",15928753,15928022
"L10155343","chr3","L1MC5a","L1",15938407,15938269
"L10155344","chr3","L1MC5a","L1",15939011,15938783
"L10155345","chr3","L1MA8","L1",15943890,15943254
"L10155346","chr3","L1MA8","L1",15946661,15946486
"L10155347","chr3","L1ME1","L1",15951355,15951296
"L10155348","chr3","L1PB1","L1",15962638,15961460
"L10155349","chr3","L1ME3Cz","L1",15965825,15965714
"L10155350","chr3","L1ME3B","L1",15966786,15966675
"L10155351","chr3","L1ME3B","L1",15966954,15966796
"L10155352","chr3","L1ME4a","L1",15968184,15967991
"L10155353","chr3","L1ME4a","L1",15968702,15968472
"L10155354","chr3","L1PB1","L1",15972603,15970860
"L10155355","chr3","L1PB1","L1",15972745,15972604
"L10155356","chr3","L1MB3","L1",15980086,15979910
"L10155357","chr3","L1MB3","L1",15980850,15980452
"L10155358","chr3","L1ME3A","L1",15982480,15981903
"L10155359","chr3","L1P4","L1",15986030,15983780
"L10155360","chr3","L1MC1","L1",15987095,15986543
"L10155361","chr3","L1MC1","L1",15989821,15989392
"L10155362","chr3","L1MC1","L1",15990425,15990133
"L10155363","chr3","L1MC1","L1",15992459,15991383
"L10155364","chr3","L1MC1","L1",15993565,15992742
"L10155365","chr3","L1MC1","L1",15995835,15993875
"L10155366","chr3","L1MCa","L1",15997150,15996737
"L10155367","chr3","L1MB7","L1",16005756,16004864
"L10155368","chr3","L1MB7","L1",16006695,16006443
"L10155369","chr3","L1MB7","L1",16007077,16006701
"L10155370","chr3","L1PA16","L1",16011083,16009245
"L10155371","chr3","L1ME3","L1",16012491,16012292
"L10155372","chr3","L1M5","L1",16013312,16013217
"L10155373","chr3","L1MC1","L1",16013746,16013456
"L10155374","chr3","L1MC","L1",16014067,16013747
"L10155375","chr3","L1PA15","L1",16025211,16025054
"L10155376","chr3","L1ME3A","L1",16032598,16032442
"L10155377","chr3","L1ME3A","L1",16033903,16033465
"L10155378","chr3","L1M5","L1",16037150,16036218
"L10155379","chr3","L1MD","L1",16037313,16037179
"L10155380","chr3","L1ME3G","L1",16037858,16037300
"L10155381","chr3","L1PA15","L1",16042529,16037880
"L10155382","chr3","L1PA15","L1",16044349,16042829
"L10155383","chr3","L1PA15","L1",16044430,16044347
"L10155384","chr3","L1M5","L1",16045923,16045752
"L10155385","chr3","L1PA16","L1",16047704,16047525
"L10155386","chr3","L1ME3B","L1",16061400,16061236
"L10155387","chr3","L1ME3B","L1",16062259,16061866
"L10155388","chr3","L1PA13","L1",16074828,16073991
"L10155389","chr3","L1ME3","L1",16080482,16080362
"L10155390","chr3","L1PA13","L1",16085594,16084496
"L10155391","chr3","L1PA10","L1",16104202,16104055
"L10155392","chr3","L1ME3A","L1",16105153,16104497
"L10155393","chr3","L1M5","L1",16109007,16108892
"L10155394","chr3","L1MA3","L1",16128438,16128329
"L10155395","chr3","L1MC4","L1",16129331,16129232
"L10155396","chr3","L1MC5a","L1",16129426,16129323
"L10155397","chr3","L1MC5","L1",16132025,16131887
"L10155398","chr3","L1ME4c","L1",16139765,16139587
"L10155399","chr3","L1ME2","L1",16141240,16140998
"L10155400","chr3","L1ME2","L1",16141950,16141939
"L10155401","chr3","L1ME2","L1",16142531,16142351
"L10155402","chr3","L1MEc","L1",16154938,16153917
"L10155403","chr3","L1MA9","L1",16155894,16155527
"L10155404","chr3","L1ME3Cz","L1",16157501,16156794
"L10155405","chr3","L1M4","L1",16157686,16157488
"L10155406","chr3","L1M4","L1",16158290,16158071
"L10155407","chr3","L1ME4b","L1",16158703,16158289
"L10155408","chr3","L1M4","L1",16158874,16158702
"L10155409","chr3","L1PA6","L1",16164990,16158872
"L10155410","chr3","L1M4","L1",16165312,16164998
"L10155411","chr3","L1ME5","L1",16179897,16179436
"L10155412","chr3","L1MB7","L1",16186969,16185962
"L10155413","chr3","L1MC4a","L1",16193114,16192963
"L10155414","chr3","L1P3","L1",16194523,16194319
"L10155415","chr3","L1PA10","L1",16195000,16194524
"L10155416","chr3","L1MEd","L1",16221832,16221282
"L10155417","chr3","L1MEd","L1",16222223,16222010
"L10155418","chr3","L1MB7","L1",16224223,16224193
"L10155419","chr3","L1MB2","L1",16224629,16224224
"L10155420","chr3","L1MB2","L1",16225412,16225334
"L10155421","chr3","L1MB7","L1",16225783,16225723
"L10155422","chr3","L1MB7","L1",16226339,16226066
"L10155423","chr3","L1PA8","L1",16231326,16230895
"L10155424","chr3","L1ME3","L1",16270475,16270059
"L10155425","chr3","L1MB8","L1",16292192,16291268
"L10155426","chr3","L1MB8","L1",16294198,16292496
"L10255471","chr4","L1M5","L1",128950782,128950558
"L10255472","chr4","L1ME4a","L1",128955805,128955651
"L10255473","chr4","L1MC5","L1",128960638,128960464
"L10255474","chr4","L1MC5","L1",128961104,128960952
"L10255475","chr4","L1P1","L1",128961331,128961172
"L10255476","chr4","L1MEd","L1",128962016,128961600
"L10255477","chr4","L1M4a2","L1",128965829,128965771
"L10255478","chr4","L1M4a2","L1",128966847,128966264
"L10255479","chr4","L1PA15","L1",128967948,128966846
"L10255480","chr4","L1M4a2","L1",128969141,128967943
"L10255481","chr4","L1MEa","L1",128969243,128969170
"L10255482","chr4","L1ME5","L1",128985163,128984926
"L10255483","chr4","L1M4","L1",128985662,128985446
"L10255484","chr4","L1M1","L1",128987097,128985913
"L10255485","chr4","L1M1","L1",128991727,128987155
"L10255486","chr4","L1MB1","L1",128995267,128994023
"L10255487","chr4","L1M3d","L1",128996331,128995265
"L10255488","chr4","L1ME4a","L1",129000270,129000148
"L10255489","chr4","L1ME3A","L1",129000941,129000736
"L10255490","chr4","L1ME3A","L1",129001658,129001404
"L10255491","chr4","L1PA7","L1",129003473,129002563
"L10255492","chr4","L1PA3","L1",129006174,129005389
"L10255493","chr4","L1MEg","L1",129008669,129006798
"L10255494","chr4","L1PA13","L1",129009234,129008664
"L10255495","chr4","L1PA13","L1",129012989,129009539
"L10255496","chr4","L1PA14","L1",129013275,129012990
"L10255497","chr4","L1PA13","L1",129015938,129013276
"L10255498","chr4","L1MEg","L1",129016164,129016054
"L10255499","chr4","L1PA10","L1",129016433,129016165
"L10255500","chr4","L1MEg","L1",129016499,129016434
"L10255501","chr4","L1MEg","L1",129016879,129016631
"L10255502","chr4","L1PA13","L1",129019634,129019567
"L10255503","chr4","L1PA10","L1",129023552,129020964
"L10255504","chr4","L1PA4","L1",129029691,129023548
"L10255505","chr4","L1PA8","L1",129033520,129029684
"L10255506","chr4","L1M5","L1",129037196,129037039
"L10255507","chr4","L1M5","L1",129037889,129037783
"L10255508","chr4","L1M5","L1",129038404,129038144
"L10255509","chr4","L1ME3F","L1",129038719,129038408
"L10255510","chr4","L1M5","L1",129044339,129044147
"L10255511","chr4","L1M5","L1",129045058,129044328
"L10255512","chr4","L1M5","L1",129045397,129045286
"L10255513","chr4","L1ME3G","L1",129045756,129045620
"L10255514","chr4","L1ME3A","L1",129046172,129046046
"L10255515","chr4","L1ME3A","L1",129047555,129046329
"L10255516","chr4","L1M2a","L1",129048151,129047530
"L10255517","chr4","L1PA3","L1",129049640,129048151
"L10255518","chr4","L1M2a","L1",129049698,129049640
"L10255519","chr4","L1PA8","L1",129053557,129049722
"L10255520","chr4","L1PA8","L1",129056242,129053591
"L10255521","chr4","L1M2a","L1",129057434,129056243
"L10255522","chr4","L1M2a","L1",129057745,129057489
"L10255523","chr4","L1M2a","L1",129062392,129058049
"L10255524","chr4","L1M2","L1",129063203,129062478
"L10255525","chr4","L1M2","L1",129063314,129063229
"L10255526","chr4","L1M2","L1",129064058,129063386
"L10255527","chr4","L1MDa","L1",129064523,129064130
"L10255528","chr4","L1MDa","L1",129064657,129064527
"L10255529","chr4","L1M5","L1",129065320,129064649
"L10255530","chr4","L1P3","L1",129066094,129065877
"L10255531","chr4","L1ME3Cz","L1",129067131,129066251
"L10255532","chr4","L1PB1","L1",129068211,129067851
"L10255533","chr4","L1PB1","L1",129073184,129068225
"L10255534","chr4","L1PB1","L1",129073323,129073183
"L10255535","chr4","L1M8","L1",129082888,129082755
"L10255536","chr4","L1M5","L1",129083510,129083274
"L10255537","chr4","L1M5","L1",129083930,129083684
"L10255538","chr4","L1PA13","L1",129086028,129083927
"L10255539","chr4","L1M5","L1",129086440,129086351
"L10255540","chr4","L1MEc","L1",129087261,129086875
"L10255541","chr4","L1MEc","L1",129087497,129087253
"L10255542","chr4","L1MEc","L1",129087809,129087784
"L10255543","chr4","L1MEc","L1",129088664,129088104
"L10255544","chr4","L1PA7","L1",129090025,129088695
"L10255545","chr4","L1MEc","L1",129090658,129090003
"L10255546","chr4","L1ME4b","L1",129098106,129097240
"L10255547","chr4","L1PA16","L1",129098483,129098172
"L10255548","chr4","L1ME4b","L1",129105708,129105590
"L10255549","chr4","L1ME4a","L1",129106314,129105987
"L10255550","chr4","L1MC","L1",129106397,129106311
"L10255551","chr4","L1ME2","L1",129112639,129112131
"L10255552","chr4","L1M2c","L1",129119106,129117117
"L10255553","chr4","L1PA8","L1",129121099,129120446
"L10255554","chr4","L1PA8","L1",129126976,129121172
"L10255555","chr4","L1ME3Cz","L1",129129504,129128792
"L10255556","chr4","L1PA17","L1",129148435,129147517
"L10255557","chr4","HAL1","L1",129162361,129160810
"L10255558","chr4","HAL1","L1",129162983,129162522
"L10255559","chr4","L1MA10","L1",129167186,129167125
"L10255560","chr4","L1MA7","L1",129181583,129181139
"L10255561","chr4","L1PA4","L1",129185782,129181607
"L10255562","chr4","L1MA7","L1",129186598,129185777
"L10255563","chr4","L1HS","L1",129188070,129187328
"L10255564","chr4","L1MEd","L1",129189998,129189491
"L10255565","chr4","L1MEd","L1",129190153,129190059
"L10255566","chr4","L1MEd","L1",129190357,129190144
"L10255567","chr4","L1ME3C","L1",129190900,129190372
"L10255568","chr4","L1M5","L1",129192005,129191906
"L10255569","chr4","HAL1","L1",129195061,129194351
"L10255570","chr4","L1PA5","L1",129195187,129195062
"L10255571","chr4","HAL1","L1",129195328,129195188
"L10255572","chr4","L1ME3","L1",129195758,129195357
"L10314765","chr5","L1ME3G","L1",123400147,123399980
"L10314766","chr5","L1MC4","L1",123400645,123400452
"L10314767","chr5","L1MC4","L1",123403516,123403093
"L10314768","chr5","L1MC4","L1",123403999,123403517
"L10314769","chr5","L1MC1","L1",123408924,123405008
"L10314770","chr5","L1MC1","L1",123409675,123409061
"L10314771","chr5","L1MC1","L1",123412037,123409991
"L10314772","chr5","L1MC5","L1",123424856,123424664
"L10314773","chr5","L1MC5","L1",123425394,123425178
"L10314774","chr5","L1MC5","L1",123425901,123425772
"L10314775","chr5","L1MA3","L1",123428219,123428137
"L10314776","chr5","L1MC2","L1",123446618,123446011
"L10314777","chr5","L1MC4a","L1",123447453,123447389
"L10314778","chr5","L1MC4a","L1",123447811,123447760
"L10314779","chr5","L1MC5a","L1",123457027,123456629
"L10314780","chr5","L1PA3","L1",123459546,123457159
"L10314781","chr5","L1MA9","L1",123463267,123463104
"L10314782","chr5","L1MA9","L1",123464720,123463575
"L10314783","chr5","L1PA5","L1",123467130,123466717
"L10314784","chr5","L1ME3G","L1",123470542,123470442
"L10314785","chr5","L1ME4a","L1",123470741,123470595
"L10314786","chr5","L1MB3","L1",123473451,123472968
"L10314787","chr5","L1ME4b","L1",123474707,123474539
"L10314788","chr5","L1MDb","L1",123492084,123491543
"L10314789","chr5","L1MDb","L1",123492316,123492125
"L10314790","chr5","L1MDb","L1",123492692,123492514
"L10314791","chr5","L1MDb","L1",123494353,123492997
"L10314792","chr5","L1MD2","L1",123494628,123494365
"L10314793","chr5","L1MC5","L1",123505071,123504709
"L10314794","chr5","L1ME4a","L1",123520470,123520345
"L10314795","chr5","L1ME1","L1",123526840,123526524
"L10314796","chr5","L1ME1","L1",123527037,123526882
"L10314797","chr5","L1MC5","L1",123528786,123528546
"L10314798","chr5","HAL1","L1",123533057,123532852
"L10314799","chr5","HAL1ME","L1",123533402,123533076
"L10314800","chr5","HAL1ME","L1",123533623,123533477
"L10314801","chr5","HAL1ME","L1",123533968,123533765
"L10314802","chr5","L1ME3G","L1",123536345,123536095
"L10314803","chr5","L1MA5A","L1",123536696,123536456
"L10314804","chr5","L1PB4","L1",123537575,123536747
"L10314805","chr5","L1ME2","L1",123538520,123537691
"L10314806","chr5","L1PA7","L1",123538733,123538521
"L10314807","chr5","L1ME2","L1",123539008,123538734
"L10314808","chr5","L1ME2","L1",123539188,123539133
"L10314809","chr5","L1ME2","L1",123540636,123539456
"L10314810","chr5","L1ME2","L1",123541434,123540928
"L10314811","chr5","L1ME2","L1",123542107,123541724
"L10314812","chr5","L1MA8","L1",123542267,123542108
"L10314813","chr5","L1ME2","L1",123542844,123542268
"L10314814","chr5","L1ME2","L1",123542971,123542888
"L10314815","chr5","L1ME2","L1",123543832,123542988
"L10314816","chr5","L1ME4a","L1",123551878,123551818
"L10314817","chr5","L1MEd","L1",123556679,123556217
"L10314818","chr5","L1ME3","L1",123557053,123556803
"L10314819","chr5","L1MB3","L1",123560544,123559989
"L10314820","chr5","L1MB3","L1",123560998,123560693
"L10314821","chr5","L1MC","L1",123567759,123567726
"L10314822","chr5","L1MC","L1",123569122,123569047
"L10314823","chr5","L1M4","L1",123570070,123569782
"L10314824","chr5","L1M5","L1",123574513,123574318
"L10314825","chr5","L1MC4a","L1",123577662,123576536
"L10314826","chr5","L1MC4a","L1",123578827,123577723
"L10314827","chr5","L1M5","L1",123583359,123583235
"L10314828","chr5","L1M5","L1",123583678,123583664
"L10314829","chr5","L1M5","L1",123585097,123583993
"L10314830","chr5","L1ME1","L1",123585653,123585096
"L10314831","chr5","L1ME1","L1",123586378,123585757
"L10314832","chr5","L1MB7","L1",123607755,123607378
"L10314833","chr5","L1MA3","L1",123622451,123622205
"L10314834","chr5","L1MA3","L1",123623229,123623075
"L10314835","chr5","L1MA8","L1",123625104,123624965
"L10314836","chr5","L1MA8","L1",123625841,123625405
"L10314837","chr5","L1MA8","L1",123626737,123625923
"L10314838","chr5","L1MA8","L1",123626812,123626768
"L10314839","chr5","L1MA8","L1",123628990,123627125
"L10314840","chr5","L1PA13","L1",123634829,123628994
"L10314841","chr5","L1MA8","L1",123636058,123634827
"L10314842","chr5","L1MA8","L1",123638971,123637509
"L10314843","chr5","L1MB7","L1",123644209,123643577
"L10314844","chr5","L1MB7","L1",123644373,123644233
"L10314845","chr5","L1ME4a","L1",123646146,123645867
"L10314846","chr5","L1MEb","L1",123648741,123648258
"L10314847","chr5","L1MEb","L1",123649702,123649050
"L10314848","chr5","L1ME4b","L1",123651910,123651633
"L10314849","chr5","L1ME4b","L1",123651998,123651947
"L10314850","chr5","L1ME4a","L1",123652290,123652012
"L10314851","chr5","HAL1ME","L1",123652667,123652443
"L10314852","chr5","L1M7","L1",123653368,123653068
"L10365822","chr6","L1ME3F","L1",98359684,98359511
"L10365823","chr6","L1M4","L1",98374845,98374523
"L10365824","chr6","L1M4","L1",98375304,98374956
"L10365825","chr6","HAL1b","L1",98376119,98375977
"L10365826","chr6","HAL1b","L1",98376773,98376123
"L10365827","chr6","L1PREC2","L1",98379145,98376822
"L10365828","chr6","HAL1b","L1",98379468,98379319
"L10365829","chr6","L1PB3","L1",98387729,98387366
"L10365830","chr6","L1PB3","L1",98389005,98387958
"L10365831","chr6","L1PA3","L1",98391594,98389354
"L10365832","chr6","L1PA3","L1",98394653,98391593
"L10365833","chr6","L1MB7","L1",98398261,98398142
"L10365834","chr6","L1ME4a","L1",98399575,98399405
"L10365835","chr6","L1ME4a","L1",98400111,98399983
"L10365836","chr6","L1ME4a","L1",98401670,98401145
"L10365837","chr6","L1ME4a","L1",98401904,98401673
"L10365838","chr6","L1ME4a","L1",98403299,98402328
"L10365839","chr6","L1PA2","L1",98403561,98403484
"L10365840","chr6","L1PA7","L1",98411956,98411226
"L10365841","chr6","L1PA7","L1",98414993,98411960
"L10365842","chr6","L1PA2","L1",98422520,98416503
"L10365843","chr6","L1PA7","L1",98424613,98423358
"L10365844","chr6","L1ME3G","L1",98431078,98430871
"L10365845","chr6","L1MCa","L1",98434888,98434502
"L10365846","chr6","L1MCa","L1",98435580,98435135
"L10365847","chr6","L1M1","L1",98435712,98435583
"L10365848","chr6","L1MA2","L1",98436897,98435708
"L10365849","chr6","L1MA2","L1",98438066,98437252
"L10365850","chr6","L1MCa","L1",98438258,98438081
"L10365851","chr6","L1MCa","L1",98440364,98439540
"L10365852","chr6","L1MCa","L1",98440482,98440391
"L10365853","chr6","L1MC2","L1",98440812,98440481
"L10365854","chr6","L1MCa","L1",98440893,98440812
